council,council_lead,fmp,stock_orig,stock,shares_yn,shares_start_yr,shares_basis,shares_yrs_start,shares_yrs_start,individual_quota_share_perc_format,individual_annual_allocation_perc_format,share_cap,shares_transfer_yn,shares_owner,share_management,share_program,shares_notes,source,notes
PFMC,PFMC,Pacific Coast Groundfish,Black rockfish - California,Black rockfish - California,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Black rockfish - Oregon,Black rockfish - Oregon,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Black rockfish - Washington,Black rockfish - Washington,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Blackgill rockfish - Southern California,Blackgill rockfish - Southern California,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Bocaccio - Southern Pacific Coast,Bocaccio - Southern Pacific Coast,y,2011,formula,1994,2003,15.4,,IFQ vessel limit: 15.4%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Brown rockfish - Pacific Coast,Brown rockfish - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Cabezon - California,Cabezon - California,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Cabezon - Oregon,Cabezon - Oregon,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,California Blue and Deacon Rockfish Complex,Blue and Deacon Rockfish Complex - California,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,California scorpionfish - Southern California,California scorpionfish - Southern California,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Canary rockfish - Pacific Coast,Canary rockfish - Pacific Coast,y,2011,formula,1994,2003,10,,IFQ vessel limit: 10%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Chilipepper - Southern Pacific Coast,Chilipepper - Southern Pacific Coast,y,2011,formula,1994,2003,15,,IFQ vessel limit: 15%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,China rockfish - Central Pacific Coast,China rockfish - Central Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,China rockfish - Northern Pacific Coast,China rockfish - Northern Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,China rockfish - Southern Pacific Coast,China rockfish - Southern Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Copper rockfish - Pacific Coast,Copper rockfish - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Cowcod - Southern California,Cowcod - Southern California,y,2011,formula,1994,2003,17.7,,IFQ vessel limit: 17.7%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Darkblotched rockfish - Pacific Coast,Darkblotched rockfish - Pacific Coast,y,2011,formula,1994,2003,6.8,,IFQ vessel limit: 6.8%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Dover sole - Pacific Coast,Dover sole - Pacific Coast,y,2011,formula,1994,2003,3.9,,IFQ vessel limit: 3.9%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,English sole - Pacific Coast,English sole - Pacific Coast,y,2011,formula,1994,2003,7.5,,IFQ vessel limit: 7.5%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Greenspotted rockfish - Pacific Coast,Greenspotted rockfish - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Greenstriped rockfish - Pacific Coast,Greenstriped rockfish - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Kelp greenling - Oregon,Kelp greenling - Oregon,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Lingcod - Northern Pacific Coast,Lingcod - Northern Pacific Coast,y,2011,formula,1994,2003,5.3,,IFQ vessel limit: 5.3%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Lingcod - Southern Pacific Coast,Lingcod - Southern Pacific Coast,y,2011,formula,1994,2003,13.3,,IFQ vessel limit: 13.3%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Longnose skate - Pacific Coast,Longnose skate - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Longspine thornyhead - Pacific Coast,Longspine thornyhead - Pacific Coast,y,2011,formula,1994,2003,9,,IFQ vessel limit: 9%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Minor Nearshore Rockfish North,Minor Nearshore Rockfish - North,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Minor Nearshore Rockfish South,Minor Nearshore Rockfish - South,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Minor Shelf Rockfish North,Minor Shelf Rockfish - North,y,2011,formula,1994,2003,7.5,,IFQ vessel limit: 7.5%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Minor Shelf Rockfish South,Minor Shelf Rockfish - South,y,2011,formula,1994,2003,13.5,,IFQ vessel limit: 13.5%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Minor Slope Rockfish North,Minor Slope Rockfish - North,y,2011,formula,1994,2003,7.5,,IFQ vessel limit: 7.5%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Minor Slope Rockfish South,Minor Slope Rockfish - South,y,2011,formula,1994,2003,9,,IFQ vessel limit: 9%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Northern California Gopher / Black-and-Yellow Rockfish Complex,Gopher / Black-and-Yellow Rockfish Complex - Northern California,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Oregon Blue and Deacon Rockfish Complex,Blue and Deacon Rockfish Complex - Oregon,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Other Fish,Other Fish - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Other Flatfish,Other Flatfish - Pacific Coast,y,2011,formula,1994,2003,15,,IFQ vessel limit: 15%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Pacific Coast Blackspotted and Rougheye Rockfish Complex,Blackspotted and Rougheye Rockfish Complex - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Pacific cod - Pacific Coast,Pacific cod - Pacific Coast,y,2011,formula,1994,2003,20,,IFQ vessel limit: 20%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Pacific hake - Pacific Coast,Pacific hake - Pacific Coast,y,2011,formula,1994,2003,15,,IFQ vessel limit: 15% (interim),,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Pacific ocean perch - Pacific Coast,Pacific ocean perch - Pacific Coast,y,2011,formula,1994,2003,6,,IFQ vessel limit: 6%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Pacific sanddab - Pacific Coast,Pacific sanddab - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Petrale sole - Pacific Coast,Petrale sole - Pacific Coast,y,2011,formula,1994,2003,4.5,,IFQ vessel limit: 4.5%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Rex sole - Pacific Coast,Rex sole - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Sharpchin rockfish - Pacific Coast,Sharpchin rockfish - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Shortbelly rockfish - Pacific Coast,Shortbelly rockfish - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Shortspine thornyhead - Pacific Coast,Shortspine thornyhead - Pacific Coast,y,2011,formula,1994,2003,9,,IFQ vessel limit: 9%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Spiny dogfish - Pacific Coast,Spiny dogfish - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Splitnose rockfish - Pacific Coast,Splitnose rockfish - Pacific Coast,y,2011,formula,1994,2003,15,,IFQ vessel limit: 15%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Starry flounder - Pacific Coast,Starry flounder - Pacific Coast,y,2011,formula,1994,2003,20,,IFQ vessel limit: 20%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Stripetail rockfish - Pacific Coast,Stripetail rockfish - Pacific Coast,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Vermilion rockfish - California,Vermilion rockfish - California,y,2011,formula,1994,2003,,,,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Widow rockfish - Pacific Coast,Widow rockfish - Pacific Coast,y,2011,formula,1994,2003,8.5,,IFQ vessel limit: 8.5%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Yelloweye rockfish - Pacific Coast,Yelloweye rockfish - Pacific Coast,y,2011,formula,1994,2003,11.4,,IFQ vessel limit: 11.4%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Yellowtail rockfish - Northern Pacific Coast,Yellowtail rockfish - Northern Pacific Coast,y,2011,formula,1994,2003,7.5,,IFQ vessel limit: 7.5%,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Sablefish - Pacific Coast,Sablefish - Pacific Coast - N of 36,y,2011,formula_historic,1994,2003,4.5,,IFQ vessel limit: 4.5% N of 36˚; 15% S of 36˚,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
PFMC,PFMC,Pacific Coast Groundfish,Sablefish - Pacific Coast,Sablefish - Pacific Coast - S of 36,y,2011,formula_historic,1994,2003,15,,IFQ vessel limit: 4.5% N of 36˚; 15% S of 36˚,,,,West Coast Groundfish Trawl Catch Share Program,,"https://catchshareindicators.org/catch-shares-and-fisheries-overview/west-coast-groundfish/#:~:text=Quota%20Allocation&text=Limited%20entry%20trawl%20permit%20owners,of%20the%20Pacific%20whiting%20QS.",
SAFMC,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,Wreckfish - Southern Atlantic Coast,Wreckfish - Southern Atlantic Coast,y,1991,historical,1987,1990,49,,49%,y,individual,South Atlantic Fishery Management Council,Wreckfish,,https://www.fisheries.noaa.gov/species/wreckfish,allocation policy different for sector and catch share allocation
SAFMC,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,Wreckfish - Southern Atlantic Coast,Wreckfish - Southern Atlantic Coast,y,1991,recent,2006,2011,49,,49%,y,individual,South Atlantic Fishery Management Council,Wreckfish,,,